"ID","Weightvar","age","state","region","income","ethnicity","education","party","candidate","headline_id","accuracy","headline_value","headline_status","fact_check_link","guessed_correctly"
"C1440239869",0.735884037056358,58,"Virginia","South","$25,000 to $34,999","White","Associate's degree","Democrat","Hillary Clinton","G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"C1440239033",0.655952697822906,35,"Virginia","South","$35,000 to $49,999","White","Associate's degree","Independent",NA,"G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1137793911",0.773936143489965,32,"New York","Northeast","$35,000 to $49,999","White","Ph.D.","Democrat","Hillary Clinton","G","not very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","no"
"1143182392",1.04155699388054,27,"Colorado","West","$75,000 to $99,999","White","Graduate or professional degree","Democrat","Hillary Clinton","G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1144888611",0.68947309028607,74,"Massachusetts","Northeast","$35,000 to $49,999","White","Some college, no degree","Republican","Donald Trump","G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1137104074",1.28412923497089,53,"New York","Northeast","$25,000 to $34,999","Black or African American","Bachelor's degree","Democrat","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1131964735",1.37696520825518,33,"Nevada","West","$75,000 to $99,999","White","Ph.D.","Democrat",NA,"G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1031768411",1.28325595005508,89,"Kansas","Midwest","$75,000 to $99,999","White","Graduate or professional degree","Independent","Donald Trump","G","not at all accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","no"
"1143838109",1.16558049523274,37,"Texas","South","$75,000 to $99,999","White","Some college, no degree","Republican",NA,"G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1141728015",0.963656965736794,33,"New Jersey","Northeast","$75,000 to $99,999","White","Ph.D.","Republican","Donald Trump","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1143859562",0.753128133858077,35,"Missouri","Midwest","$35,000 to $49,999","White","Ph.D.","Independent","Hillary Clinton","G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1098998385",1.5851802426486,38,"Maine","Northeast","$50,000 to $74,999","Black or African American","Ph.D.","Independent","Hillary Clinton","G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1079858783",1.23972721460262,46,"Minnesota","Midwest","$75,000 to $99,999","White","Bachelor's degree","Democrat","Hillary Clinton","G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1146219903",0.691903015392675,36,"California","West","$35,000 to $49,999","White","Ph.D.","Independent","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1135590633",0.694676241826144,36,"California","West","$25,000 to $34,999","White","Ph.D.","Republican",NA,"G","not very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","no"
"C1440251060",1.05376049350997,47,"New Jersey","Northeast","$75,000 to $99,999","White","Ph.D.","Independent","Donald Trump","G","not very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","no"
"1031766284",1.20650582495683,69,"West Virginia","South","$75,000 to $99,999","White","Graduate or professional degree","Democrat","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1136022106",1.16558049523274,35,"Florida","South","$75,000 to $99,999","White","Graduate or professional degree","Republican","Donald Trump","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1100742308",0.71619679789663,66,"Washington","West","$35,000 to $49,999","White","Bachelor's degree","Republican","Donald Trump","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1146211578",0.773936143489965,31,"New York","Northeast","$35,000 to $49,999","White","Ph.D.","Republican","Donald Trump","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1145910180",1.05376049350997,35,"New York","Northeast","$75,000 to $99,999","White","Graduate or professional degree","Democrat",NA,"G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"C1440258213",1.87217851253193,36,"California","West","$35,000 to $49,999","White","Bachelor's degree","Independent","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1145471407",0.535743820278378,29,"New York","Northeast","$50,000 to $74,999","White","Graduate or professional degree","Democrat","Hillary Clinton","G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1146810933",1.55549485110367,26,"Florida","South","Less than $25,000","Black or African American","Associate's degree","Democrat","Hillary Clinton","G","not very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","no"
"1139259965",0.640962672048247,35,"Colorado","West","$35,000 to $49,999","White","Associate's degree","Republican","Hillary Clinton","G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1142156572",1.06591561391398,31,"Virginia","South","$75,000 to $99,999","White","Graduate or professional degree","Democrat","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"C1440262715",0.694676241826144,48,"California","West","$25,000 to $34,999","White","Graduate or professional degree","Republican",NA,"G","not very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","no"
"C1440261602",0.648002940424458,46,"Alabama","South","$50,000 to $74,999","White","Ph.D.","Republican","Donald Trump","G","not at all accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","no"
"1024956300",0.748195544829893,70,"Nevada","West","$25,000 to $34,999","White","Associate's degree","Democrat","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"C1440264934",1.70093620471884,37,"Louisiana","South","Less than $25,000","Black or African American","Ph.D.","Democrat","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1137770994",0.681977213099476,60,"Colorado","West","$50,000 to $74,999","White","Some college, no degree","Republican","Donald Trump","G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1088111808",1.44606410674968,67,"Maryland","South","$25,000 to $34,999","Other race","Ph.D.","Democrat","Hillary Clinton","G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1129501436",1.35937957336535,28,"Illinois","Midwest","$50,000 to $74,999","Black or African American","Graduate or professional degree","Democrat","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1140276034",1.05376049350997,35,"New York","Northeast","$75,000 to $99,999","White","Ph.D.","Republican","Donald Trump","G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1131596589",1.98323506540326,66,"Maryland","South","$35,000 to $49,999","White","Graduate or professional degree","Republican","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1142921291",0.694676241826144,38,"Montana","West","$25,000 to $34,999","White","Ph.D.","Democrat","Hillary Clinton","G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1076450250",1.94851862169644,70,"Indiana","Midwest","Less than $25,000","Black or African American","Some college, no degree","Democrat","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1142627867",0.78342505500703,31,"Florida","South","$50,000 to $74,999","White","Graduate or professional degree","Democrat","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1090586986",1.13894430374521,49,"Arizona","West","$75,000 to $99,999","White","Ph.D.","Republican","Donald Trump","G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1102118194",2.10537166723606,44,"Pennsylvania","Northeast","$75,000 to $99,999","Black or African American","Ph.D.","Democrat","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1109167252",0.779571624744114,56,"Illinois","Midwest","$35,000 to $49,999","White","Associate's degree","Independent","Donald Trump","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1145988714",0.63848155421099,37,"Iowa","Midwest","$50,000 to $74,999","White","Bachelor's degree","Democrat","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1100647818",0.660504581185821,48,"Pennsylvania","Northeast","Less than $25,000","White","Associate's degree","Other","Gary Johnson","G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1136702572",0.856062529354088,28,"Florida","South","$35,000 to $49,999","White","Graduate or professional degree","Democrat","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1002523586",1.7412935607304,42,"Colorado","West","$25,000 to $34,999","White","Ph.D.","Democrat","Hillary Clinton","G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1110066544",0.630970840518837,69,"New Jersey","Northeast","$50,000 to $74,999","White","Associate's degree","Independent","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1137805454",0.643531723758453,40,"California","West","$25,000 to $34,999","White","Associate's degree","Independent","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1142496535",0.54270538690888,35,"New York","Northeast","$50,000 to $74,999","White","Ph.D.","Democrat","Hillary Clinton","G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1101164262",1.22669094257698,68,"California","West","$75,000 to $99,999","White","Some college, no degree","Independent","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1031172038",1.45725251220014,57,"Utah","West","$75,000 to $99,999","Other race","Graduate or professional degree","Independent","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1142053613",1.85912309762463,21,"New York","Northeast","Less than $25,000","Black or African American","Associate's degree","Independent",NA,"G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1020045866",0.692236577301749,69,"New York","Northeast","$25,000 to $34,999","White","Ph.D.","Republican","Donald Trump","G","not very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","no"
"1146995421",0.953474666605395,24,"Florida","South","Less than $25,000","White","Some college, no degree","Republican",NA,"G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1042008511",0.748195544829893,78,"Washington","West","$25,000 to $34,999","White","Associate's degree","Democrat","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1101607039",1.28325595005508,60,"Wisconsin","Midwest","$75,000 to $99,999","White","Associate's degree","Independent","Hillary Clinton","G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1130756306",3.15387375001195,36,"Florida","South","$75,000 to $99,999","White","Graduate or professional degree","Republican","Donald Trump","G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1143190953",0.712998012727869,38,"New Jersey","Northeast","Less than $25,000","White","Some college, no degree","Democrat","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1115211169",0.585836757813313,46,"New York","Northeast","$50,000 to $74,999","White","Associate's degree","Democrat","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1140858872",1.37696520825518,31,"California","West","$75,000 to $99,999","White","Graduate or professional degree","Republican",NA,"G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1142458443",0.773936143489965,23,"New York","Northeast","$35,000 to $49,999","White","Ph.D.","Democrat","Hillary Clinton","G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"C1440889948",1.65140748717991,57,"Florida","South","$25,000 to $34,999","Black or African American","Bachelor's degree","Democrat","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"C1440890737",0.68947309028607,85,"Massachusetts","Northeast","$35,000 to $49,999","White","Ph.D.","Republican","Donald Trump","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1143669831",1.33523837857433,58,"Michigan","Midwest","$75,000 to $99,999","White","Bachelor's degree","Republican","Donald Trump","G","not very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","no"
"1147290879",0.630291416450789,31,"Ohio","Midwest","$50,000 to $74,999","White","Associate's degree","Independent","Donald Trump","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1142444224",0.585416826972958,31,"New York","Northeast","$35,000 to $49,999","White","Graduate or professional degree","Republican",NA,"G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"C1440895542",1.42039486093722,47,"Georgia","South","$25,000 to $34,999","Black or African American","Bachelor's degree","Democrat","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1100806871",0.738032473138672,60,"Massachusetts","Northeast","Less than $25,000","White","Associate's degree","Republican",NA,"G","not at all accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","no"
"1146973528",0.688730671489939,25,"Minnesota","Midwest","$35,000 to $49,999","White","Some college, no degree","Republican","Donald Trump","G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"C1440897599",0.730594154538575,45,"South Carolina","South","Less than $25,000","Other race","Some college, no degree","Democrat",NA,"G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1066703687",0.71619679789663,67,"Arizona","West","$35,000 to $49,999","White","Some college, no degree","Republican","Donald Trump","G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1147180990",0.640154273184131,45,"New York","Northeast","$35,000 to $49,999","White","Ph.D.","Democrat","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1139635659",0.592594380984969,33,"Texas","South","$50,000 to $74,999","White","Bachelor's degree","Independent","Gary Johnson","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"C1440898348",1.29468417107859,44,"South Carolina","South","$50,000 to $74,999","Black or African American","Ph.D.","Independent","Gary Johnson","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1120747866",3.039219720315,29,"Texas","South","$75,000 to $99,999","Black or African American","Associate's degree","Democrat","Donald Trump","G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"C1440901148",0.68947309028607,68,"Pennsylvania","Northeast","$35,000 to $49,999","White","Associate's degree","Republican","Donald Trump","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1144489281",0.745208663262054,56,"California","West","$35,000 to $49,999","White","Associate's degree","Democrat","Hillary Clinton","G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1142388658",0.689224711354068,46,"Illinois","Midwest","$50,000 to $74,999","White","Graduate or professional degree","Democrat","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"C1440902285",0.767928863081901,70,"Pennsylvania","Northeast","Less than $25,000","White","Some college, no degree","Democrat","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1147277380",0.756146757569984,48,"Illinois","Midwest","$25,000 to $34,999","White","Some college, no degree","Democrat","Donald Trump","G","not at all accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","no"
"1100308081",2.31668935316616,57,"California","West","$75,000 to $99,999","Other race","Ph.D.","Republican","Other","G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"C1440905233",0.70047656305937,39,"Ohio","Midwest","$25,000 to $34,999","White","Associate's degree","Independent",NA,"G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"C1440906526",0.587763244582133,33,"Rhode Island","Northeast","$25,000 to $34,999","White","Bachelor's degree","Democrat","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"C1440907785",0.814401877001315,68,"Kansas","Midwest","$25,000 to $34,999","White","Associate's degree","Republican","Donald Trump","G","not very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","no"
"C1440908430",0.648002940424458,47,"West Virginia","South","$50,000 to $74,999","White","Bachelor's degree","Republican","Donald Trump","G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1146197841",1.78201673618957,35,"Florida","South","$25,000 to $34,999","Other race","Some college, no degree","Independent",NA,"G","not very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","no"
"C1440911870",0.788657936878189,46,"Florida","South","Less than $25,000","White","Ph.D.","Independent",NA,"G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1147368707",0.773936143489965,34,"New York","Northeast","$35,000 to $49,999","White","Graduate or professional degree","Republican","Donald Trump","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
